date,price,bedrooms,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,real_bathrooms,has_lavatory,single_floor,month,quartile_zone
27-08-2014,457000,3,3,TRUE,195.0963,FALSE,FALSE,TRUE,1,TRUE,TRUE,8,2
13-08-2014,269950,2,2,FALSE,161.65122,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,1
06-04-2015,560000,3,2,TRUE,207.17369,FALSE,FALSE,FALSE,1,TRUE,TRUE,4,3
21-11-2014,585000,3,3,TRUE,230.39944,FALSE,FALSE,FALSE,2,TRUE,TRUE,11,3
30-08-2014,642000,2,2,TRUE,96.61912,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,4
07-10-2014,539950,3,3,TRUE,270.34773,FALSE,FALSE,FALSE,2,TRUE,TRUE,10,4
04-09-2014,624000,3,2,FALSE,143.07062,FALSE,FALSE,TRUE,3,FALSE,FALSE,9,3
17-11-2014,268500,3,2,TRUE,131.92226,FALSE,FALSE,FALSE,1,TRUE,TRUE,11,1
11-05-2015,510000,2,2,FALSE,181.16085,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,3
24-04-2015,501000,3,2,FALSE,248.98004,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
07-04-2015,521500,2,3,TRUE,134.70935,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
06-05-2014,685000,3,4,FALSE,281.49609,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,4
02-01-2015,530200,3,3,FALSE,174.65764,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,3
05-06-2014,385000,2,2,TRUE,158.86413,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,2
15-04-2015,349000,3,3,FALSE,203.45757,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
10-09-2014,415000,1,1,TRUE,114.27069,FALSE,FALSE,FALSE,1,FALSE,TRUE,9,3
27-02-2015,204000,2,2,TRUE,135.63838,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,1
30-01-2015,536000,2,2,TRUE,142.14159,FALSE,FALSE,FALSE,1,TRUE,TRUE,1,4
14-07-2014,482000,3,3,TRUE,264.401938,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
11-08-2014,508000,3,3,TRUE,268.48967,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,2
09-05-2014,325000,3,2,FALSE,136.56741,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,2
11-12-2014,430000,3,3,TRUE,187.66406,FALSE,FALSE,TRUE,2,TRUE,FALSE,12,2
12-12-2014,285950,1,1,FALSE,65.96113,FALSE,FALSE,TRUE,1,FALSE,TRUE,12,1
02-02-2015,598992,3,4,FALSE,319.58632,FALSE,FALSE,FALSE,3,TRUE,FALSE,2,2
23-03-2015,608000,2,3,TRUE,154.21898,FALSE,FALSE,FALSE,3,TRUE,FALSE,3,3
10-02-2015,940000,3,3,TRUE,287.07027,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,4
22-10-2014,650000,3,3,FALSE,179.30279,FALSE,FALSE,FALSE,2,FALSE,FALSE,10,3
16-05-2014,370000,3,2,TRUE,127.27711,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,2
31-10-2014,457000,1,3,TRUE,128.20614,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,3
21-07-2014,625000,2,2,FALSE,160.72219,FALSE,FALSE,FALSE,2,FALSE,TRUE,7,4
17-04-2015,560000,3,2,TRUE,199.74145,FALSE,TRUE,FALSE,1,TRUE,TRUE,4,1
27-01-2015,530000,3,3,FALSE,215.53496,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,2
27-05-2014,399000,3,3,TRUE,266.63161,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
05-11-2014,710000,3,5,FALSE,378.11521,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
22-10-2014,601000,2,4,TRUE,161.65122,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,4
11-11-2014,915000,3,5,FALSE,326.08953,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
05-08-2014,540000,2,3,TRUE,128.20614,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,3
21-07-2014,449950,3,4,FALSE,287.9993,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
14-04-2015,485000,2,2,FALSE,116.12875,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,3
08-07-2014,950000,2,2,TRUE,323.30244,TRUE,FALSE,FALSE,2,TRUE,TRUE,7,3
28-01-2015,356000,2,3,FALSE,156.07704,FALSE,FALSE,FALSE,1,TRUE,TRUE,1,2
06-10-2014,350000,2,2,FALSE,122.63196,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,2
17-03-2015,300000,2,3,FALSE,161.744123,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,1
23-12-2014,625000,3,4,TRUE,279.63803,FALSE,TRUE,FALSE,2,TRUE,FALSE,12,3
16-07-2014,259000,2,2,FALSE,115.19972,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,1
02-07-2014,355000,2,2,FALSE,160.72219,FALSE,FALSE,FALSE,1,TRUE,FALSE,7,2
15-04-2015,612000,2,3,FALSE,202.52854,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
21-11-2014,533250,3,2,TRUE,141.21256,FALSE,FALSE,FALSE,1,TRUE,TRUE,11,3
17-07-2014,205000,2,2,FALSE,119.84487,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,1
07-10-2014,188000,1,1,FALSE,51.09665,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,1
05-11-2014,520000,2,3,TRUE,240.61877,FALSE,FALSE,TRUE,2,TRUE,TRUE,11,2
08-07-2014,245000,2,2,FALSE,148.6448,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
08-08-2014,488000,1,2,FALSE,92.903,TRUE,FALSE,FALSE,1,TRUE,TRUE,8,3
10-10-2014,608000,2,2,TRUE,208.10272,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,3
21-01-2015,120000,2,1,FALSE,106.83845,FALSE,FALSE,FALSE,1,FALSE,TRUE,1,1
22-09-2014,565000,2,2,TRUE,174.65764,FALSE,FALSE,FALSE,2,TRUE,TRUE,9,4
18-09-2014,291000,2,2,FALSE,172.79958,FALSE,FALSE,FALSE,2,TRUE,TRUE,9,1
27-08-2014,979500,3,5,FALSE,383.968099,FALSE,FALSE,FALSE,3,TRUE,FALSE,8,2
23-06-2014,160797,2,2,FALSE,117.98681,FALSE,FALSE,FALSE,1,TRUE,FALSE,6,2
04-05-2015,323000,3,2,TRUE,207.17369,FALSE,TRUE,FALSE,2,TRUE,TRUE,5,1
17-12-2014,570000,3,3,FALSE,221.10914,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,4
20-03-2015,1125000,3,4,TRUE,286.14124,FALSE,TRUE,FALSE,3,TRUE,TRUE,3,4
04-06-2014,170000,1,3,FALSE,139.3545,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,1
29-12-2014,614000,3,3,TRUE,292.64445,TRUE,FALSE,TRUE,2,TRUE,FALSE,12,2
06-05-2014,78000,1,1,FALSE,72.46434,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,1
26-11-2014,746000,3,3,FALSE,196.02533,FALSE,FALSE,TRUE,2,TRUE,FALSE,11,3
03-07-2014,515000,3,2,TRUE,254.55422,FALSE,FALSE,TRUE,3,TRUE,TRUE,7,3
01-12-2014,299000,2,3,FALSE,227.61235,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,1
10-07-2014,279000,1,1,FALSE,62.24501,FALSE,FALSE,TRUE,1,FALSE,TRUE,7,2
08-10-2014,201000,2,2,FALSE,91.04494,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,1
18-12-2014,405000,1,1,TRUE,107.76748,FALSE,FALSE,FALSE,1,TRUE,TRUE,12,2
25-03-2015,849950,2,3,FALSE,277.77997,FALSE,FALSE,FALSE,3,FALSE,FALSE,3,4
19-05-2014,461000,1,2,FALSE,98.47718,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,2
06-11-2014,926500,3,4,TRUE,269.4187,FALSE,TRUE,FALSE,2,TRUE,TRUE,11,2
24-11-2014,360000,3,2,FALSE,181.16085,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
29-01-2015,495000,3,3,FALSE,204.3866,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,3
26-09-2014,786000,3,4,FALSE,308.43796,FALSE,FALSE,FALSE,3,TRUE,FALSE,9,4
13-12-2014,320000,2,3,TRUE,149.57383,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,1
20-06-2014,400000,2,2,FALSE,132.85129,FALSE,FALSE,FALSE,1,FALSE,FALSE,6,2
28-01-2015,515000,3,3,FALSE,167.2254,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,4
21-11-2014,885000,2,3,TRUE,245.26392,FALSE,TRUE,FALSE,3,TRUE,TRUE,11,4
03-06-2014,471000,3,3,TRUE,281.49609,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,2
26-08-2014,998000,3,5,FALSE,383.68939,FALSE,FALSE,FALSE,3,TRUE,FALSE,8,3
13-04-2015,415000,2,2,FALSE,137.49644,FALSE,FALSE,FALSE,1,TRUE,FALSE,4,3
14-11-2014,358000,3,2,TRUE,204.3866,TRUE,FALSE,FALSE,2,FALSE,TRUE,11,2
12-01-2015,320000,2,2,FALSE,116.12875,FALSE,FALSE,TRUE,2,FALSE,TRUE,1,2
01-08-2014,675000,3,3,TRUE,189.52212,FALSE,FALSE,TRUE,2,TRUE,TRUE,8,4
05-11-2014,544300,3,2,FALSE,144.92868,FALSE,FALSE,TRUE,1,TRUE,TRUE,11,4
28-08-2014,107000,1,1,FALSE,62.24501,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,1
24-03-2015,310000,2,2,FALSE,94.76106,FALSE,FALSE,FALSE,1,FALSE,TRUE,3,1
06-10-2014,397500,2,3,TRUE,125.41905,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,3
29-04-2015,306500,2,2,FALSE,183.01891,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
17-07-2014,100000,1,2,FALSE,71.53531,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,1
27-05-2014,305000,3,2,TRUE,195.0963,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,2
13-02-2015,625000,2,2,TRUE,250.8381,TRUE,FALSE,FALSE,1,TRUE,TRUE,2,2
18-08-2014,265000,3,2,TRUE,130.0642,FALSE,FALSE,TRUE,3,FALSE,TRUE,8,1
30-09-2014,655000,3,3,FALSE,244.33489,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,3
16-03-2015,320000,2,2,FALSE,153.28995,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,2
14-01-2015,333500,2,3,FALSE,204.014988,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,1
23-07-2014,991700,3,4,TRUE,212.74787,TRUE,TRUE,FALSE,3,FALSE,FALSE,7,3
23-02-2015,265000,3,1,TRUE,146.78674,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,2
08-09-2014,300000,3,2,TRUE,190.45115,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,2
07-11-2014,275000,3,1,TRUE,149.57383,FALSE,FALSE,FALSE,1,TRUE,TRUE,11,1
08-05-2014,437000,2,2,FALSE,121.70293,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,4
24-07-2014,963990,3,4,FALSE,355.81849,FALSE,FALSE,FALSE,3,TRUE,FALSE,7,4
04-08-2014,791500,3,5,FALSE,301.93475,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,4
04-12-2014,320000,2,2,FALSE,123.56099,FALSE,FALSE,FALSE,1,FALSE,TRUE,12,4
10-03-2015,370000,3,3,FALSE,254.55422,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,1
15-12-2014,242000,3,2,FALSE,162.58025,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,1
10-04-2015,450000,1,3,FALSE,149.57383,FALSE,FALSE,FALSE,2,FALSE,FALSE,4,4
01-07-2014,300000,2,2,FALSE,154.21898,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
23-02-2015,392000,2,2,FALSE,139.3545,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,2
10-07-2014,610000,3,3,TRUE,241.5478,FALSE,FALSE,TRUE,2,TRUE,TRUE,7,4
08-12-2014,326995,2,2,FALSE,172.79958,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,2
19-09-2014,350000,2,2,FALSE,186.73503,FALSE,FALSE,TRUE,1,TRUE,FALSE,9,1
20-01-2015,440000,3,3,TRUE,242.47683,FALSE,FALSE,FALSE,3,TRUE,FALSE,1,2
30-07-2014,439990,2,3,FALSE,217.39302,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
26-06-2014,252500,2,2,FALSE,176.5157,FALSE,FALSE,FALSE,2,FALSE,TRUE,6,1
12-12-2014,425000,1,2,TRUE,96.61912,FALSE,FALSE,FALSE,1,FALSE,TRUE,12,3
24-09-2014,325000,3,2,TRUE,165.36734,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,2
03-04-2015,274950,2,3,FALSE,149.388024,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
15-08-2014,275000,3,3,TRUE,202.52854,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,1
13-06-2014,810000,2,4,TRUE,183.94794,FALSE,TRUE,FALSE,1,TRUE,TRUE,6,3
23-06-2014,664950,3,4,TRUE,296.36057,FALSE,TRUE,FALSE,3,FALSE,TRUE,6,1
09-12-2014,680000,3,5,FALSE,276.85094,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,4
29-10-2014,359950,3,4,FALSE,212.74787,FALSE,FALSE,FALSE,3,TRUE,FALSE,10,2
01-12-2014,932990,3,4,FALSE,338.16692,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,4
07-05-2015,1050000,3,5,FALSE,373.47006,FALSE,FALSE,FALSE,3,TRUE,FALSE,5,2
14-10-2014,387500,2,3,FALSE,172.79958,FALSE,FALSE,FALSE,3,TRUE,FALSE,10,2
04-05-2015,295000,1,1,FALSE,69.67725,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,3
03-10-2014,851000,2,3,TRUE,247.12198,FALSE,TRUE,FALSE,2,TRUE,TRUE,10,3
24-03-2015,284000,2,2,TRUE,142.14159,FALSE,FALSE,FALSE,1,TRUE,TRUE,3,1
25-06-2014,957000,3,5,TRUE,293.57348,FALSE,TRUE,FALSE,3,TRUE,FALSE,6,4
26-08-2014,270000,2,2,TRUE,163.50928,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,1
03-06-2014,850000,2,2,TRUE,127.27711,TRUE,FALSE,TRUE,1,TRUE,TRUE,6,4
21-10-2014,455000,2,2,TRUE,157.9351,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,4
12-03-2015,580000,3,2,TRUE,165.36734,FALSE,FALSE,FALSE,1,TRUE,TRUE,3,3
30-09-2014,629000,2,4,TRUE,200.67048,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,2
19-09-2014,620000,1,3,FALSE,156.07704,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,3
09-06-2014,304700,1,2,FALSE,68.74822,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
31-03-2015,600000,3,2,TRUE,256.41228,TRUE,FALSE,FALSE,2,TRUE,FALSE,3,3
10-10-2014,255000,2,1,FALSE,116.12875,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,2
17-12-2014,578500,2,2,FALSE,138.42547,FALSE,FALSE,FALSE,1,FALSE,FALSE,12,3
17-04-2015,460000,3,2,FALSE,173.72861,FALSE,FALSE,TRUE,1,TRUE,TRUE,4,2
28-10-2014,350000,3,3,FALSE,222.03817,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,1
07-11-2014,295000,2,1,FALSE,66.89016,FALSE,TRUE,FALSE,1,TRUE,TRUE,11,2
16-07-2014,785000,3,4,FALSE,212.74787,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
01-07-2014,640000,1,4,FALSE,143.07062,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,3
08-07-2014,255000,2,2,TRUE,143.99965,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,2
13-08-2014,283700,1,1,FALSE,93.83203,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,2
23-05-2014,445000,2,4,FALSE,151.43189,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,2
27-05-2014,400000,1,2,FALSE,136.56741,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,3
25-02-2015,906000,3,3,TRUE,230.39944,FALSE,TRUE,FALSE,2,TRUE,TRUE,2,4
22-07-2014,740000,3,4,TRUE,252.69616,FALSE,FALSE,FALSE,3,TRUE,FALSE,7,4
30-07-2014,795000,3,3,TRUE,300.07669,FALSE,TRUE,FALSE,2,TRUE,TRUE,7,4
06-03-2015,550000,2,3,TRUE,186.73503,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
13-11-2014,310000,3,2,FALSE,215.53496,FALSE,FALSE,FALSE,3,FALSE,FALSE,11,2
23-06-2014,402101,1,2,FALSE,94.76106,FALSE,FALSE,FALSE,1,TRUE,FALSE,6,3
14-11-2014,523000,3,3,TRUE,295.43154,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
04-11-2014,274900,3,2,TRUE,170.94152,FALSE,FALSE,FALSE,1,TRUE,TRUE,11,1
29-04-2015,835000,2,3,FALSE,284.28318,FALSE,FALSE,TRUE,1,FALSE,TRUE,4,3
08-07-2014,405000,2,2,FALSE,93.83203,FALSE,FALSE,TRUE,1,TRUE,FALSE,7,2
25-06-2014,276900,2,2,FALSE,117.98681,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
07-11-2014,129000,1,1,FALSE,70.60628,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
04-03-2015,279000,2,2,TRUE,192.30921,FALSE,FALSE,FALSE,2,TRUE,TRUE,3,1
22-05-2014,482000,3,3,TRUE,207.17369,FALSE,FALSE,FALSE,2,TRUE,TRUE,5,4
08-10-2014,207000,2,2,TRUE,183.94794,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,1
21-01-2015,340000,2,3,TRUE,207.17369,FALSE,FALSE,FALSE,1,TRUE,TRUE,1,1
21-04-2015,410000,2,2,TRUE,123.56099,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,2
13-10-2014,400000,3,2,FALSE,131.92226,FALSE,FALSE,FALSE,1,FALSE,FALSE,10,3
04-11-2014,456500,3,3,FALSE,222.9672,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
22-09-2014,220000,3,3,TRUE,197.88339,FALSE,FALSE,FALSE,2,TRUE,TRUE,9,1
03-06-2014,437000,3,2,FALSE,196.95436,FALSE,FALSE,FALSE,2,FALSE,FALSE,6,3
30-04-2015,291600,2,2,TRUE,151.43189,FALSE,FALSE,FALSE,1,TRUE,TRUE,4,2
15-05-2014,240000,2,1,TRUE,130.0642,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,2
13-08-2014,407000,3,2,FALSE,271.927081,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,1
26-06-2014,279900,2,2,FALSE,146.78674,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,1
17-11-2014,571000,2,2,FALSE,233.18653,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
03-04-2015,199950,2,1,FALSE,78.03852,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,1
16-09-2014,225000,2,2,TRUE,149.57383,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,1
